longitude,latitude,yrbuilt,stories code,TLA,Wall code,#beds,#baths,#halfbaths,frontage,garage type code,garage sqft,#rooms,lotsize,sale date yymmdd,sold93,sold94,sold95,sold96,sold97,sold98,price
-83.610295,41.614091,1953,1,785,3,2,1,0,50,3,440,4,6000,980302,0,0,0,0,0,1,55000
-83.544942,41.685055,1914,4,1115,6,3,1,0,30,0,0,7,3600,930608,1,0,0,0,0,0,25000
-83.598044,41.651484,1922,1,704,6,2,1,0,30,3,576,5,3600,980306,0,0,0,0,0,1,12900
-83.63686,41.607022,1969,4,2425,7,4,2,0,58,2,480,8,9400,960501,0,0,0,1,0,0,136000
-83.555136,41.726372,1968,5,2206,7,4,1,2,90,2,506,9,13800,980529,0,0,0,0,0,1,150000
-83.59914,41.606456,1942,1,1955,6,4,2,0,82,2,529,7,9300,950802,0,0,1,0,0,0,108000
-83.638401,41.609719,1971,5,1436,7,3,1,1,75,2,400,7,9000,971105,0,0,0,0,1,0,132000
-83.70816,41.684173,1984,1,1468,3,3,2,0,72,2,528,5,9400,970530,0,0,0,0,1,0,134000
-83.578461,41.62098,1912,4,1378,6,3,1,0,30,0,0,6,4000,940222,0,1,0,0,0,0,51500
-83.488174,41.640515,1952,1,707,3,2,1,0,50,3,280,4,5600,931101,1,0,0,0,0,0,64500
-83.698965,41.603537,1979,1,2550,4,3,3,0,56,2,484,7,22881,970416,0,0,0,0,1,0,170000
-83.585959,41.686839,1922,1,838,6,2,1,0,30,3,400,4,3700,941108,0,1,0,0,0,0,26000
-83.58486,41.698597,1953,1,1188,3,3,2,0,38,3,280,6,4600,951006,0,0,1,0,0,0,43500
-83.595332,41.712099,1948,1,1219,4,4,1,0,60,2,276,7,18100,970603,0,0,0,0,1,0,84000
-83.556988,41.626537,1887,4,2314,6,4,1,0,37,0,0,8,5700,960617,0,0,0,1,0,0,34000
-83.730707,41.645426,1972,1,2016,3,4,2,0,134,2,480,7,39900,970804,0,0,0,0,1,0,120000
-83.585379,41.69136,1924,4,1235,6,3,1,1,60,3,360,6,6400,950629,0,0,1,0,0,0,43500
-83.534855,41.678147,1907,1,1041,6,2,1,0,30,3,440,5,3800,940511,0,1,0,0,0,0,30500
-83.608716,41.684789,1929,5,1371,6,3,1,1,39,3,324,6,4200,980817,0,0,0,0,0,1,94000
-83.492851,41.646849,1950,1,780,6,2,1,0,46,3,280,4,3600,930824,1,0,0,0,0,0,25000
-83.606048,41.678867,1942,1,1014,4,2,1,0,60,3,480,5,10400,930729,1,0,0,0,0,0,83650
-83.63447,41.67591,1953,1,1325,7,3,1,1,80,2,441,6,11200,970627,0,0,0,0,1,0,111000
-83.586809,41.696547,1916,5,1326,6,3,1,0,33,3,480,6,6200,960619,0,0,0,1,0,0,73500
-83.582181,41.703996,1957,1,1265,4,3,1,0,60,2,286,6,7200,950413,0,0,1,0,0,0,63000
-83.467206,41.624205,1973,5,1882,7,4,2,0,78,2,624,8,18200,931221,1,0,0,0,0,0,93000
-83.759966,41.468182,1952,1,1491,6,3,2,0,100,2,732,5,69700,951218,0,0,1,0,0,0,120000
-83.718984,41.667055,1992,5,2635,7,4,2,1,112,2,420,9,18626,940418,0,1,0,0,0,0,210500
-83.549223,41.630479,1897,1,938,3,3,1,0,33,3,308,6,4700,971007,0,0,0,0,1,0,15450
-83.653532,41.697643,1967,4,2727,4,4,2,1,95,2,576,9,13300,950908,0,0,1,0,0,0,189000
-83.649104,41.581979,1958,1,1025,6,3,1,0,70,3,440,5,8400,950925,0,0,1,0,0,0,75000
-83.63877,41.637287,1970,3,1202,3,3,1,0,50,3,360,6,6000,971006,0,0,0,0,1,0,55000
-83.627675,41.727588,1927,1,748,6,2,1,0,40,3,672,4,4800,940919,0,1,0,0,0,0,43000
-83.67212,41.659527,1956,1,975,3,3,1,0,67,3,368,5,10100,960919,0,0,0,1,0,0,53000
-83.603624,41.657004,1953,1,1143,3,2,1,0,48,3,320,5,4700,971008,0,0,0,0,1,0,48600
-83.648906,41.563013,1958,3,2112,7,3,1,1,74,2,308,6,9800,980206,0,0,0,0,0,1,135000
-83.618462,41.607603,1929,5,1446,3,4,2,0,80,2,528,7,9600,970528,0,0,0,0,1,0,82500
-83.559539,41.697809,1953,5,1122,6,3,1,0,40,3,440,6,5200,970512,0,0,0,0,1,0,63000
-83.590685,41.621349,1955,1,936,4,2,2,0,40,3,440,4,4400,970306,0,0,0,0,1,0,32500
-83.564432,41.645233,1887,4,1591,6,4,1,0,27,3,176,7,3500,970103,0,0,0,0,1,0,14500
-83.407764,41.657797,1961,1,1227,4,3,1,1,59,0,0,6,10700,960321,0,0,0,1,0,0,80000
-83.521271,41.634054,1896,5,1128,6,3,1,1,33,3,220,6,4200,950720,0,0,1,0,0,0,26000
-83.644036,41.577297,1956,1,1104,6,3,1,0,60,2,300,5,7800,950516,0,0,1,0,0,0,74000
-83.526777,41.7183,1956,1,986,7,3,1,0,38,3,484,5,4600,960903,0,0,0,1,0,0,49000
-83.561833,41.702951,1941,1,923,6,3,1,0,40,3,240,5,5600,960930,0,0,0,1,0,0,58000
-83.618624,41.724481,1965,1,1642,7,4,1,1,50,2,360,8,7400,960930,0,0,0,1,0,0,85000
-83.708777,41.626165,1959,4,1037,6,2,1,0,35,0,0,3,10500,971031,0,0,0,0,1,0,41000
-83.479624,41.649952,1972,3,1520,3,3,1,0,80,2,440,6,9600,980514,0,0,0,0,0,1,90000
-83.579722,41.690575,1927,1,932,6,2,1,0,33,3,360,5,3700,960626,0,0,0,1,0,0,43000
-83.409397,41.68735,1925,1,846,7,3,1,0,45,0,0,6,5200,930719,1,0,0,0,0,0,32500
-83.794235,41.569203,1968,1,1629,7,3,2,0,115,2,580,7,43700,971001,0,0,0,0,1,0,145000
-83.614877,41.667485,1926,5,1904,4,3,1,1,50,3,361,6,6500,940627,0,1,0,0,0,0,125000
-83.590068,41.711016,1965,1,1075,4,3,1,1,40,3,280,5,5000,940929,0,1,0,0,0,0,42660
-83.622906,41.604712,1952,1,1263,4,2,1,0,56,2,440,5,6600,970516,0,0,0,0,1,0,89500
-83.645914,41.599245,1975,4,2179,7,5,2,0,80,2,240,9,9600,960213,0,0,0,1,0,0,136000
-83.583427,41.637249,1907,1,874,6,3,1,0,30,3,322,6,3600,960517,0,0,0,1,0,0,8640
-83.649956,41.709515,1969,5,3404,4,5,3,1,90,2,609,9,12200,960501,0,0,0,1,0,0,204000
-83.60496,41.656556,1953,1,1330,3,3,1,0,36,3,322,6,4500,960917,0,0,0,1,0,0,60000
-83.636107,41.699688,1954,1,864,3,3,2,0,53,3,280,5,5900,970716,0,0,0,0,1,0,74500
-83.696559,41.638346,1960,1,925,4,3,1,0,60,0,0,6,7100,941219,0,1,0,0,0,0,40000
-83.599301,41.652002,1922,1,858,6,2,1,0,55,3,484,5,6600,960223,0,0,0,1,0,0,26500
-83.629685,41.617144,1968,1,1080,4,3,1,1,101,2,484,5,13600,930524,1,0,0,0,0,0,82900
-83.520471,41.64264,1902,5,1850,6,4,1,0,48,3,216,8,5000,941121,0,1,0,0,0,0,24000
-83.477265,41.730431,1972,5,1792,6,4,2,1,70,2,400,8,8400,960607,0,0,0,1,0,0,112000
-83.602444,41.61072,1937,1,1600,3,2,2,0,60,3,216,5,7100,970829,0,0,0,0,1,0,84500
-83.609161,41.598739,1940,4,1372,4,3,1,1,45,3,440,6,7100,970710,0,0,0,0,1,0,111500
-83.646692,41.688978,1958,3,2081,7,3,1,1,91,2,567,6,13100,970820,0,0,0,0,1,0,130000
-83.612163,41.678991,1941,4,1643,3,3,1,1,65,2,315,6,8800,961108,0,0,0,1,0,0,98000
-83.451096,41.633043,1995,5,1966,3,4,2,1,84,2,480,7,12293,950817,0,0,1,0,0,0,125500
-83.658209,41.685761,1962,4,2624,4,4,2,1,94,2,550,8,13200,940520,0,1,0,0,0,0,150000
-83.611932,41.672545,1935,5,2498,7,4,1,1,50,3,400,8,6600,940110,0,1,0,0,0,0,145000
-83.722586,41.697111,1991,4,3759,6,4,3,1,141,2,616,9,20983,931117,1,0,0,0,0,0,270000
-83.744218,41.631823,1994,1,2091,7,3,2,1,80,2,460,6,10640,960917,0,0,0,1,0,0,228000
-83.618595,41.691291,1947,4,1076,3,2,1,0,40,3,400,5,4900,960730,0,0,0,1,0,0,69000
-83.534712,41.682673,1922,4,1205,6,4,1,0,39,3,672,7,4900,980603,0,0,0,0,0,1,31700
-83.645977,41.689722,1957,4,3794,7,3,3,1,144,2,622,8,16000,980129,0,0,0,0,0,1,170000
-83.64495,41.713779,1958,1,2056,7,3,1,0,100,0,0,7,17700,931004,1,0,0,0,0,0,72000
-83.482796,41.703302,1977,5,1678,7,3,2,0,53,2,400,7,6000,950809,0,0,1,0,0,0,99500
-83.699929,41.597217,1979,5,2360,7,3,2,1,75,2,484,8,12000,970521,0,0,0,0,1,0,156000
-83.477713,41.713003,1925,1,1302,6,2,1,0,35,3,432,5,3500,960528,0,0,0,1,0,0,51300
-83.526105,41.677909,1905,4,1362,3,4,1,0,37,0,0,7,5200,950912,0,0,1,0,0,0,16000
-83.707378,41.597562,1988,5,2378,7,4,2,1,110,2,506,8,16500,950807,0,0,1,0,0,0,181500
-83.624017,41.672368,1953,1,1725,7,2,1,1,100,2,520,6,13600,960215,0,0,0,1,0,0,107000
-83.561572,41.632198,1897,5,1248,6,3,1,0,34,0,0,6,3600,980309,0,0,0,0,0,1,8000
-83.581217,41.696154,1950,1,1334,4,2,1,1,40,3,352,5,4800,931012,1,0,0,0,0,0,54000
-83.633281,41.676335,1951,1,1208,4,2,1,0,120,2,462,5,16200,971201,0,0,0,0,1,0,85000
-83.621841,41.594841,1956,1,894,7,3,1,0,87,3,448,5,11100,970731,0,0,0,0,1,0,68000
-83.583808,41.689287,1930,5,1237,3,3,1,0,40,3,520,6,5600,970417,0,0,0,0,1,0,55000
-83.617486,41.604208,1950,1,1258,6,2,2,0,50,3,280,5,5700,960215,0,0,0,1,0,0,70891
-83.554516,41.650092,1992,1,1400,7,3,2,0,80,2,484,5,8770,970606,0,0,0,0,1,0,78500
-83.637077,41.721614,1927,4,1217,6,3,1,0,45,3,168,6,5000,960401,0,0,0,1,0,0,77200
-83.527448,41.626347,1907,1,716,3,2,1,0,25,3,340,4,2300,970212,0,0,0,0,1,0,12900
-83.582894,41.615805,1902,5,1586,3,4,1,0,45,0,0,7,6200,980702,0,0,0,0,0,1,59000
-83.687651,41.608971,1986,4,2555,7,3,2,1,59,2,594,7,15990,940621,0,1,0,0,0,0,169900
-83.559518,41.729618,1949,1,1486,6,3,1,0,60,3,1160,7,15600,961028,0,0,0,1,0,0,80000
-83.597204,41.611545,1920,5,2262,6,3,1,1,60,3,360,6,8700,961021,0,0,0,1,0,0,96000
-83.700675,41.684807,1973,2,2186,7,3,2,1,70,2,520,7,9000,960617,0,0,0,1,0,0,130000
-83.47875,41.720828,1899,1,1254,6,3,1,0,56,3,440,5,4300,971202,0,0,0,0,1,0,45000
-83.717046,41.598413,1989,5,2712,7,4,2,1,80,2,484,9,12000,930201,1,0,0,0,0,0,183900
-83.488888,41.709541,1950,1,659,6,2,1,0,40,3,280,4,5100,940510,0,1,0,0,0,0,61000
-83.716828,41.569222,1950,4,2632,1,3,2,1,146,2,672,8,64900,960819,0,0,0,1,0,0,236000
-83.554957,41.705544,1943,1,706,6,2,1,1,40,3,280,4,4800,951018,0,0,1,0,0,0,38000
-83.59801,41.687847,1944,1,672,3,2,1,0,55,0,0,4,4000,960903,0,0,0,1,0,0,45000
-83.543033,41.715175,1953,1,1114,3,3,1,0,40,3,440,5,5000,950815,0,0,1,0,0,0,61900
-83.625657,41.583623,1958,1,1224,4,3,1,0,60,0,0,6,6200,960618,0,0,0,1,0,0,75500
-83.559914,41.649008,1912,1,1221,6,2,2,0,28,3,440,6,3400,980701,0,0,0,0,0,1,10500
-83.592967,41.659433,1929,4,2697,4,3,2,0,60,3,630,8,8700,941228,0,1,0,0,0,0,120000
-83.738615,41.628733,1995,5,3369,7,4,2,1,93,2,552,9,14344,980706,0,0,0,0,0,1,275000
-83.499083,41.661042,1902,1,1780,7,2,1,0,30,0,0,4,3600,960904,0,0,0,1,0,0,19900
-83.616651,41.602662,1927,5,1532,3,3,1,0,40,0,0,7,4600,980112,0,0,0,0,0,1,80000
-83.607108,41.712113,1949,1,858,3,2,1,0,80,3,240,4,8472,940718,0,1,0,0,0,0,40000
-83.627378,41.719252,1954,1,1056,6,3,1,0,55,3,528,5,6600,960305,0,0,0,1,0,0,68000
-83.472699,41.721494,1900,5,1350,6,3,1,0,71,3,484,6,11000,960312,0,0,0,1,0,0,100000
-83.46606,41.725399,1917,1,612,6,2,1,0,30,0,0,4,3000,941123,0,1,0,0,0,0,13000
-83.763638,41.642499,1952,1,1037,2,2,1,0,100,0,0,6,127700,970321,0,0,0,0,1,0,17000
-83.507004,41.645663,1917,4,1254,6,3,1,1,33,3,360,6,3500,930827,1,0,0,0,0,0,45000
-83.618371,41.604716,1926,5,1710,3,3,1,1,50,3,360,7,6000,980105,0,0,0,0,0,1,97200
-83.619468,41.629545,1958,1,1040,7,2,1,0,71,3,576,4,8900,950130,0,0,1,0,0,0,37300
-83.663503,41.657153,1930,1,1078,6,2,1,0,40,3,352,6,5600,930614,1,0,0,0,0,0,42000
-83.586151,41.694503,1954,5,1176,3,3,1,0,35,3,308,6,3600,971219,0,0,0,0,1,0,63000
-83.596031,41.694574,1940,5,1389,6,3,1,0,40,3,216,6,4700,940701,0,1,0,0,0,0,72000
-83.599946,41.674639,1950,1,1551,4,4,2,0,40,3,420,7,5200,951128,0,0,1,0,0,0,82900
-83.552476,41.724705,1971,1,1224,6,3,1,1,50,3,294,6,6000,980421,0,0,0,0,0,1,95500
-83.783715,41.533998,1905,5,2729,2,4,2,0,347,3,528,9,43560,961101,0,0,0,1,0,0,165500
-83.832319,41.643457,1974,5,2404,4,3,1,1,242,2,528,8,43700,931201,1,0,0,0,0,0,128000
-83.585642,41.685703,1927,1,826,3,2,1,0,33,3,216,5,4000,970620,0,0,0,0,1,0,26500
-83.667897,41.619391,1954,1,1485,5,3,1,1,100,2,540,6,13500,950927,0,0,1,0,0,0,71000
-83.622904,41.718172,1922,1,708,6,2,1,0,53,0,0,5,9900,981005,0,0,0,0,0,1,67000
-83.58574,41.696815,1947,5,1160,6,3,1,0,35,3,308,6,3600,930329,1,0,0,0,0,0,49500
-83.485664,41.724566,1976,5,1664,7,4,2,0,70,3,624,7,8400,930802,1,0,0,0,0,0,96500
-83.529129,41.639016,1907,4,1148,3,3,1,0,30,0,0,7,3700,961121,0,0,0,1,0,0,35500
-83.689635,41.680536,1940,1,960,3,3,1,0,97,3,400,6,11100,970807,0,0,0,0,1,0,55000
-83.794149,41.652611,1946,1,1590,4,4,2,0,165,3,336,7,212834,941011,0,1,0,0,0,0,19000
-83.609283,41.689764,1941,5,1304,6,3,1,0,43,3,240,6,4600,940524,0,1,0,0,0,0,77000
-83.497292,41.718142,1960,1,900,4,3,1,0,60,2,300,5,7300,950417,0,0,1,0,0,0,67500
-83.489161,41.724722,1974,2,1584,7,3,1,1,66,2,504,6,7900,971031,0,0,0,0,1,0,107500
-83.585791,41.615017,1908,5,1246,6,3,1,0,42,3,192,6,5600,970710,0,0,0,0,1,0,53000
-83.611836,41.690556,1948,5,1601,6,3,1,1,60,3,520,6,6400,980529,0,0,0,0,0,1,106900
-83.563064,41.709525,1947,1,811,6,2,1,0,40,3,280,4,4500,960614,0,0,0,1,0,0,51000
-83.528277,41.68407,1927,5,1212,6,3,2,0,36,3,216,6,4800,930419,1,0,0,0,0,0,40000
-83.622117,41.673274,1949,1,1542,7,3,1,1,75,2,400,6,10500,980220,0,0,0,0,0,1,105600
-83.509322,41.636928,1892,1,1048,7,2,1,0,43,3,266,5,5500,930622,1,0,0,0,0,0,30500
-83.636612,41.60583,1971,5,1822,7,4,2,1,73,2,420,8,9700,930416,1,0,0,0,0,0,78000
-83.626861,41.718729,1968,1,1066,7,3,1,1,50,3,440,5,6800,960702,0,0,0,1,0,0,86500
-83.487599,41.704379,1953,1,925,3,3,1,0,50,0,0,5,6400,950609,0,0,1,0,0,0,54900
-83.560698,41.696417,1907,4,1219,6,3,1,0,40,3,462,7,5400,940830,0,1,0,0,0,0,54000
-83.471669,41.644538,1965,2,1568,7,3,1,0,75,2,288,6,9400,940627,0,1,0,0,0,0,78000
-83.564452,41.701988,1929,5,1324,6,3,1,0,40,3,240,6,5600,961202,0,0,0,1,0,0,56500
-83.636247,41.676846,1955,1,1309,7,3,1,1,87,2,300,6,10400,970409,0,0,0,0,1,0,80000
-83.535126,41.681229,1907,1,660,6,2,1,0,30,3,320,4,3700,930601,1,0,0,0,0,0,14500
-83.811917,41.716534,1937,5,3092,6,4,1,1,500,3,1152,7,300389,950815,0,0,1,0,0,0,175000
-83.559201,41.678026,1912,4,1504,6,3,2,0,35,3,192,6,4200,940520,0,1,0,0,0,0,9900
-83.662715,41.687171,1964,5,2401,7,4,2,1,128,2,572,9,20700,971126,0,0,0,0,1,0,190000
-83.494129,41.646894,1958,1,957,6,3,1,0,47,3,288,5,6100,980910,0,0,0,0,0,1,35000
-83.575568,41.698931,1924,5,1276,6,3,1,0,43,3,216,6,3500,951030,0,0,1,0,0,0,51400
-83.702126,41.636503,1969,3,1492,7,3,1,0,62,0,0,6,7700,950718,0,0,1,0,0,0,69276
-83.796653,41.529267,1951,5,2398,3,6,2,1,266,3,528,9,66995,970417,0,0,0,0,1,0,165000
-83.608228,41.689219,1931,5,1765,7,4,1,1,40,3,360,7,5600,961113,0,0,0,1,0,0,93000
-83.651226,41.575738,1984,1,1150,3,3,1,0,58,2,420,6,9600,960729,0,0,0,1,0,0,85800
-83.697375,41.600378,1987,1,1068,3,3,1,1,67,2,380,5,8000,970829,0,0,0,0,1,0,119900
-83.487571,41.703918,1953,1,925,6,3,1,0,53,3,320,5,6800,940314,0,1,0,0,0,0,53200
-83.550088,41.670794,1910,4,1354,6,3,1,0,40,0,0,6,5200,960216,0,0,0,1,0,0,10000
-83.565254,41.717698,1967,1,1080,4,3,1,1,51,3,420,5,6100,940204,0,1,0,0,0,0,78500
-83.578842,41.659327,1913,4,1205,6,3,1,0,35,0,0,6,3400,971002,0,0,0,0,1,0,10000
-83.614991,41.592043,1950,1,1125,3,3,1,0,50,3,352,5,7700,970401,0,0,0,0,1,0,67500
-83.614646,41.589674,1952,1,1268,4,3,1,0,45,3,440,5,8400,980611,0,0,0,0,0,1,82750
-83.690993,41.666075,1965,2,1568,7,4,2,0,58,2,288,7,7800,970508,0,0,0,0,1,0,60000
-83.6147,41.71695,1919,4,1760,3,4,2,0,100,3,296,8,20000,960430,0,0,0,1,0,0,77000
-83.517104,41.632644,1897,1,1069,6,4,1,0,40,3,308,7,5000,980806,0,0,0,0,0,1,14500
-83.565378,41.632829,1902,1,1163,3,3,1,0,41,3,440,6,6100,980105,0,0,0,0,0,1,19500
-83.600901,41.685724,1946,5,1146,6,3,1,0,40,3,280,6,5200,950905,0,0,1,0,0,0,62000
-83.719592,41.663152,1988,5,2671,7,4,2,1,70,2,462,8,9100,931018,1,0,0,0,0,0,194000
-83.700314,41.578225,1996,5,2124,3,4,2,1,75,2,484,8,13500,970131,0,0,0,0,1,0,206900
-83.57209,41.650587,1887,4,1733,3,4,1,0,35,3,504,8,3700,971222,0,0,0,0,1,0,8000
-83.635179,41.590014,1988,5,1872,6,4,2,1,50,2,425,8,12300,940517,0,1,0,0,0,0,124500
-83.624779,41.608204,1955,1,1159,3,3,1,1,40,2,504,5,4800,980623,0,0,0,0,0,1,89900
-83.681442,41.667008,1978,2,1824,7,4,2,0,64,2,576,7,9000,980916,0,0,0,0,0,1,121750
-83.666726,41.67363,1956,1,3204,7,4,2,1,222,2,483,8,55147,971031,0,0,0,0,1,0,360000
-83.526142,41.719913,1927,1,896,6,1,1,0,38,3,380,4,4600,950912,0,0,1,0,0,0,25500
-83.622306,41.625503,1936,1,969,5,3,1,0,60,3,540,6,14000,971226,0,0,0,0,1,0,27500
-83.451555,41.632557,1993,5,2084,6,4,2,1,85,2,528,7,11475,940222,0,1,0,0,0,0,116900
-83.561916,41.633172,1887,1,811,6,2,1,0,30,0,0,5,3600,930105,1,0,0,0,0,0,3000
-83.500231,41.622497,1919,5,1256,3,3,1,0,50,3,1008,6,10000,971027,0,0,0,0,1,0,65000
-83.515958,41.618922,1950,1,1122,3,3,1,0,36,3,300,6,4000,970312,0,0,0,0,1,0,46000
-83.785581,41.501026,1996,5,2468,3,4,2,1,222,2,484,8,298211,980721,0,0,0,0,0,1,250000
-83.696719,41.596894,1978,5,1720,6,4,2,1,64,2,400,8,9400,950425,0,0,1,0,0,0,116500
-83.70829,41.661294,1987,5,2774,7,4,2,1,71,2,480,8,14400,980203,0,0,0,0,0,1,193000
-83.709856,41.661486,1987,5,2643,7,4,2,1,73,2,555,8,17200,980407,0,0,0,0,0,1,199900
-83.724083,41.581398,1994,5,3026,7,4,2,1,112,2,673,10,22038,960207,0,0,0,1,0,0,327800
-83.593683,41.726921,1972,5,2164,4,3,1,1,55,2,360,6,5500,970327,0,0,0,0,1,0,93000
-83.618463,41.725768,1954,1,1121,3,3,1,0,88,4,240,5,15100,960722,0,0,0,1,0,0,60000
-83.716727,41.66675,1991,5,2913,7,4,2,1,72,2,483,8,13666,960607,0,0,0,1,0,0,228000
-83.592411,41.60853,1926,5,2312,4,3,1,1,50,3,441,7,8000,960416,0,0,0,1,0,0,167000
-83.808421,41.537954,1994,5,3192,6,4,2,1,174,2,520,8,46304,950622,0,0,1,0,0,0,227250
-83.498753,41.701744,1977,3,1104,6,3,1,0,50,2,264,5,7200,960418,0,0,0,1,0,0,70000
-83.470878,41.631228,1981,5,1800,7,4,2,1,72,2,400,8,10400,961125,0,0,0,1,0,0,135000
-83.391668,41.658345,1955,1,1603,7,3,2,0,130,0,0,5,105000,931129,1,0,0,0,0,0,80000
-83.526771,41.642525,1905,5,1342,6,3,1,0,30,3,352,6,3100,950308,0,0,1,0,0,0,32900
-83.644572,41.639881,1988,1,1107,3,3,1,1,46,3,440,5,8400,980813,0,0,0,0,0,1,55000
-83.71837,41.606425,1994,5,2217,6,4,2,1,70,2,480,8,10007,950525,0,0,1,0,0,0,146500
-83.520721,41.633042,1892,1,1234,6,3,1,0,37,0,0,6,4600,931122,1,0,0,0,0,0,25000
-83.716878,41.664249,1989,5,2961,7,4,2,1,77,2,506,8,8700,980624,0,0,0,0,0,1,245000
-83.595425,41.713524,1955,1,1506,6,4,1,1,100,3,560,7,30300,940427,0,1,0,0,0,0,81500
-83.608866,41.689209,1939,5,1460,4,3,1,1,40,3,320,6,4300,960418,0,0,0,1,0,0,89000
-83.604562,41.688353,1936,5,1351,6,3,2,0,40,3,252,6,5000,980303,0,0,0,0,0,1,89000
-83.610722,41.669846,1947,1,1105,6,2,1,1,60,2,234,5,7200,970203,0,0,0,0,1,0,87000
-83.646364,41.582128,1957,1,925,3,3,1,0,66,2,325,5,7900,980420,0,0,0,0,0,1,82500
-83.584122,41.677591,1922,5,1348,6,4,1,0,38,3,576,7,4300,970618,0,0,0,0,1,0,29700
-83.681365,41.680199,1956,1,1034,6,3,1,0,33,2,280,5,4600,971103,0,0,0,0,1,0,83500
-83.824847,41.643994,1915,5,1351,6,3,1,0,250,3,400,6,43900,940607,0,1,0,0,0,0,47000
-83.616308,41.699228,1955,1,1525,6,3,1,1,67,2,369,6,8000,930813,1,0,0,0,0,0,66000
-83.560237,41.633486,1875,1,1269,7,3,1,0,30,0,0,6,4100,960216,0,0,0,1,0,0,13000
-83.60718,41.583942,1928,5,4240,4,6,5,0,100,2,624,10,29000,950330,0,0,1,0,0,0,515000
-83.607362,41.630175,1956,4,1500,3,4,1,1,48,3,352,6,5600,940518,0,1,0,0,0,0,52000
-83.612854,41.65158,1927,1,1242,7,3,1,0,40,3,440,6,5400,980422,0,0,0,0,0,1,51000
-83.594711,41.625549,1929,5,1208,6,3,1,0,60,3,391,6,7600,961022,0,0,0,1,0,0,46500
-83.524928,41.63584,1913,5,1816,6,4,1,0,40,3,640,8,5000,950626,0,0,1,0,0,0,38000
-83.66436,41.663382,1955,1,1905,4,3,1,1,98,2,528,7,14100,970623,0,0,0,0,1,0,116000
-83.553782,41.706408,1947,1,702,6,2,1,0,40,3,576,4,4800,950607,0,0,1,0,0,0,47500
-83.588905,41.613087,1920,5,1273,6,3,1,0,40,3,484,6,4900,970502,0,0,0,0,1,0,63500
-83.598632,41.684957,1959,1,1426,6,4,1,1,60,3,320,7,6500,960307,0,0,0,1,0,0,72900
-83.571843,41.700043,1922,1,1079,4,2,1,0,48,3,378,5,7000,970723,0,0,0,0,1,0,45500
-83.63819,41.586604,1964,1,1215,7,3,1,1,73,2,322,6,8200,980828,0,0,0,0,0,1,96250
-83.483406,41.72492,1887,4,1735,6,3,1,0,75,2,720,7,14352,980715,0,0,0,0,0,1,129500
-83.641288,41.707403,1960,1,1906,4,3,2,1,100,2,460,6,12000,980526,0,0,0,0,0,1,130250
-83.649436,41.560645,1948,4,1827,4,4,1,2,43,0,0,7,8700,940616,0,1,0,0,0,0,79000
-83.78241,41.717485,1990,1,3027,7,4,3,0,155,2,896,9,81100,950501,0,0,1,0,0,0,186000
-83.726389,41.604688,1996,5,2252,7,4,2,1,100,2,484,8,14875,971010,0,0,0,0,1,0,204000
-83.585658,41.636915,1912,1,824,6,3,1,0,30,0,0,5,3500,940812,0,1,0,0,0,0,10000
-83.586875,41.689186,1916,1,900,6,2,1,0,45,3,360,5,4800,950530,0,0,1,0,0,0,41400
-83.628521,41.720978,1954,5,2316,3,3,1,1,50,3,528,7,6600,980302,0,0,0,0,0,1,82900
-83.482758,41.645575,1963,1,1296,4,3,1,1,60,0,0,6,8100,980402,0,0,0,0,0,1,69000
-83.60141,41.681151,1947,1,1056,7,3,1,0,40,3,280,6,5000,980930,0,0,0,0,0,1,66500
-83.471431,41.627253,1969,2,1663,7,3,1,1,90,2,575,6,12100,960411,0,0,0,1,0,0,102000
-83.608073,41.627831,1966,1,1608,4,3,1,1,80,2,546,7,10900,961015,0,0,0,1,0,0,82500
-83.710608,41.686972,1986,5,1334,6,3,2,1,70,2,420,7,9100,970908,0,0,0,0,1,0,126500
-83.680667,41.59799,1976,5,2088,4,4,2,1,90,2,628,8,13400,940602,0,1,0,0,0,0,142000
-83.765397,41.570634,1925,1,1124,7,2,1,0,60,3,576,6,45700,970828,0,0,0,0,1,0,75000
-83.631247,41.585448,1954,1,1113,3,3,1,0,50,0,0,6,7200,980416,0,0,0,0,0,1,74000
-83.632736,41.652328,1857,5,2880,4,4,1,1,149,3,572,10,35000,930802,1,0,0,0,0,0,93000
-83.61213,41.677929,1941,4,1389,4,3,1,1,50,2,240,6,6800,980306,0,0,0,0,0,1,84000
-83.568611,41.632907,1900,4,1058,6,3,1,0,40,3,912,6,5900,941222,0,1,0,0,0,0,20000
-83.497943,41.642985,1926,1,720,6,2,1,0,30,0,0,5,3200,940603,0,1,0,0,0,0,23500
-83.559918,41.676754,1912,5,1710,6,3,1,1,40,3,612,7,6400,960117,0,0,0,1,0,0,48500
-83.710277,41.590944,1979,5,3379,7,4,3,1,96,2,892,8,18900,960415,0,0,0,1,0,0,212000
-83.634114,41.606064,1966,5,1830,7,4,1,1,76,2,440,8,11600,970613,0,0,0,0,1,0,133500
-83.740684,41.661239,1996,5,2035,7,4,2,1,72,2,440,7,9720,971205,0,0,0,0,1,0,151000
-83.603452,41.7178,1927,5,1310,6,3,1,0,50,2,190,6,6200,930420,1,0,0,0,0,0,37000
-83.533046,41.6804,1917,4,1346,3,3,1,1,34,0,0,5,3900,960912,0,0,0,1,0,0,32000
